"","id_policy","tarif"
"328","A00000299-V02",228.207227257703
"329","A00000300-V01",227.799809531211
"330","A00000301-V01",244.670042994129
"331","A00000302-V01",248.965758287433
"332","A00000303-V01",256.440075916613
"333","A00000304-V01",246.7763491812
"334","A00000305-V01",268.246429152033
"335","A00000306-V01",244.266572031444
"336","A00000307-V01",251.280830992367
"337","A00000308-V01",234.37320320067
"338","A00000309-V01",191.656059348811
"339","A00000310-V01",250.498851410147
"340","A00000311-V01",191.375216147438
"341","A00000312-V01",239.250169598651
"342","A00000312-V02",228.021521995214
"343","A00000313-V01",196.546020740373
"344","A00000314-V01",264.056701551147
"345","A00000315-V01",196.363603815208
"346","A00000316-V01",191.375216147438
"347","A00000316-V02",227.196631777015
"348","A00000317-V01",223.876612614666
"349","A00000318-V01",216.641315078275
"350","A00000319-V01",230.231890411705
"351","A00000320-V01",206.231419730339
"352","A00000321-V01",191.038989204539
"353","A00000322-V01",232.506804865344
"354","A00000323-V01",239.139374817474
"355","A00000324-V01",244.276677021965
"356","A00000325-V01",196.258012034208
"357","A00000326-V01",246.004466676148
"358","A00000327-V01",225.524136070687
"359","A00000328-V01",223.629567603198
"360","A00000329-V01",224.392873847409
"361","A00000330-V01",241.266140274238
"362","A00000331-V01",232.927806836899
"363","A00000332-V01",229.221261900815
"364","A00000333-V01",234.029764433711
"365","A00000334-V01",191.937314687687
"366","A00000335-V01",207.252133768418
"367","A00000336-V01",229.894520117329
"368","A00000337-V01",235.230731802978
"369","A00000338-V01",240.750732754448
"370","A00000339-V01",236.290762461763
"371","A00000340-V01",196.075862413679
"372","A00000341-V01",238.035341693451
"373","A00000342-V01",233.68682892474
"374","A00000343-V01",238.664783251193
"375","A00000344-V01",191.375216147438
"376","A00000345-V01",196.834452099423
"377","A00000346-V01",217.74623915461
"378","A00000347-V01",233.961433133489
"379","A00000348-V01",191.375216147438
"380","A00000349-V01",247.167752730672
"381","A00000350-V01",239.79616334314
"382","A00000350-V02",235.944513799393
"383","A00000350-V03",237.458985036432
"384","A00000351-V01",228.134105837017
"385","A00000352-V01",234.37320320067
"386","A00000353-V01",205.929218525026
"387","A00000354-V01",248.558118027156
"388","A00000355-V01",239.967768530487
"389","A00000356-V01",228.877507097998
"390","A00000357-V01",229.780887103523
"391","A00000358-V01",191.937314687687
"392","A00000359-V01",227.872823803425
"393","A00000360-V01",223.876612614666
"394","A00000361-V01",230.793982982321
"395","A00000362-V01",231.565521810782
"396","A00000363-V01",245.513201401269
"397","A00000364-V01",233.489284649748
"398","A00000365-V01",230.231890411705
"399","A00000366-V01",227.132685785029
"400","A00000367-V01",204.961316540672
"401","A00000368-V01",191.937314687687
"402","A00000369-V01",232.955888640119
"403","A00000370-V01",235.598772512491
"404","A00000371-V01",244.276677021965
"405","A00000372-V01",236.61457902303
"406","A00000373-V01",182.126197341852
"407","A00000373-V02",199.461803766153
"408","A00000374-V01",191.937314687687
"409","A00000375-V01",224.722170473823
"410","A00000376-V01",228.207227257703
"411","A00000377-V01",223.080505624135
"412","A00000378-V01",191.937314687687
"413","A00000379-V01",222.348466723977
"414","A00000380-V01",228.207227257703
"415","A00000381-V01",235.414636245181
"416","A00000381-V02",248.600936320274
"417","A00000381-V03",245.722184968469
"418","A00000382-V01",239.079106856277
"419","A00000383-V01",201.669190635347
"420","A00000384-V01",225.143013919373
"421","A00000385-V01",221.659360754318
"422","A00000386-V01",228.877507097998
"423","A00000387-V01",208.164791304591
"424","A00000388-V01",232.805498975873
"425","A00000389-V01",230.569755797114
"426","A00000390-V01",245.153438638249
"427","A00000391-V01",233.68682892474
"428","A00000392-V01",232.113147866663
"429","A00000393-V01",201.669190635347
"430","A00000394-V01",224.656556776633
"431","A00000394-V02",224.722170473823
"432","A00000395-V01",233.297751493949
"433","A00000396-V01",200.805808118706
"434","A00000397-V01",232.955888640119
"435","A00000398-V01",201.669190635347
"436","A00000399-V01",191.656059348811
"437","A00000400-V01",228.468892722777
"438","A00000401-V01",245.643984037571
"439","A00000402-V01",257.570711224643
"440","A00000402-V02",242.631682388215
"441","A00000403-V01",205.929218525026
"442","A00000404-V01",243.908636016738
"443","A00000405-V01",227.872823803425
"444","A00000406-V01",220.235937169379
"445","A00000407-V01",206.231419730339
"446","A00000408-V01",213.164280192448
"447","A00000409-V01",225.855092824837
"448","A00000410-V01",236.637519244174
"449","A00000411-V01",212.607365376493
"450","A00000412-V01",243.869967998888
"451","A00000412-V02",243.869967998888
"452","A00000413-V01",233.297751493949
"453","A00000414-V01",241.697642401269
"454","A00000415-V01",224.722170473823
"455","A00000416-V01",231.433392281873
"456","A00000417-V01",237.952383844786
"457","A00000418-V01",236.290762461763
"458","A00000419-V01",226.680766768981
"459","A00000420-V01",241.457854805931
"460","A00000420-V02",224.064059755798
"461","A00000421-V01",243.908636016738
"462","A00000422-V01",223.548555026438
"463","A00000423-V01",232.794899998496
"464","A00000424-V01",207.058676398858
"465","A00000425-V01",232.614526735014
"466","A00000425-V02",231.433392281873
"467","A00000426-V01",242.276142059002
"468","A00000427-V01",191.094784479643
"469","A00000428-V01",240.305015212127
"470","A00000429-V01",242.415876068567
"471","A00000430-V01",241.697642401269
"472","A00000431-V01",236.984784892294
"473","A00000432-V01",239.601269312144
"474","A00000433-V01",258.505881603366
"475","A00000434-V01",218.627045639332
"476","A00000435-V01",202.558343029562
"477","A00000436-V01",230.455789025612
"478","A00000437-V01",229.400553843863
"479","A00000438-V01",228.877507097998
"480","A00000439-V01",217.178145337027
"481","A00000440-V01",252.770254782311
"482","A00000440-V02",237.309552552768
"483","A00000441-V01",224.534172771514
"484","A00000442-V01",248.965758287433
"485","A00000443-V01",228.37030858477
"486","A00000444-V01",205.929218525026
"487","A00000445-V01",196.258012034208
"488","A00000446-V01",232.794899998496
"489","A00000447-V01",212.228571856472
"490","A00000448-V01",196.834452099423
"491","A00000449-V01",224.064059755798
"492","A00000450-V01",219.962206736354
"493","A00000451-V01",226.799856910069
"494","A00000452-V01",206.342377457272
"495","A00000452-V02",232.955888640119
"496","A00000453-V01",236.106085357822
"497","A00000454-V01",243.908636016738
"498","A00000454-V02",232.113147866663
"499","A00000455-V01",227.872823803425
"500","A00000456-V01",222.42720260813
"501","A00000457-V01",247.421865874779
"502","A00000458-V01",211.674101680093
"503","A00000458-V02",199.461803766153
"504","A00000459-V01",239.101945660956
"505","A00000460-V01",264.056701551147
"506","A00000461-V01",211.917582724453
"507","A00000462-V01",231.773020871727
"508","A00000463-V01",233.640116031644
"509","A00000464-V01",217.49685434665
"510","A00000465-V01",240.397948674731
"511","A00000466-V01",224.656556776633
"512","A00000467-V01",237.680845773796
"513","A00000468-V01",222.42720260813
"514","A00000469-V01",229.557644188505
"515","A00000469-V02",260.384717795193
"516","A00000470-V01",231.773020871727
"517","A00000471-V01",279.300878666824
"518","A00000472-V01",246.443908942232
"519","A00000473-V01",242.06065197114
"520","A00000474-V01",197.518798228695
"521","A00000475-V01",203.153288139092
"522","A00000476-V01",200.511557333221
"523","A00000477-V01",250.626289063206
"524","A00000477-V02",237.332560152882
"525","A00000478-V01",244.266572031444
"526","A00000479-V01",197.808657139073
"527","A00000480-V01",223.40787634969
"528","A00000481-V01",232.955888640119
"529","A00000482-V01",245.643984037571
"530","A00000482-V02",221.697307522466
"531","A00000483-V01",236.452571126515
"532","A00000484-V01",224.722170473823
"533","A00000485-V01",234.298106097941
"534","A00000486-V01",196.258012034208
"535","A00000487-V01",251.408345756881
"536","A00000488-V01",226.799856910069
"537","A00000489-V01",248.22811852346
"538","A00000490-V01",222.42720260813
"539","A00000491-V01",196.546020740373
"540","A00000492-V01",228.207227257703
"541","A00000492-V02",222.42720260813
"542","A00000493-V01",233.68682892474
"543","A00000494-V01",224.534172771514
"544","A00000495-V01",232.927806836899
"545","A00000496-V01",249.16049395107
"546","A00000497-V01",227.132685785029
"547","A00000498-V01",225.855092824837
"548","A00000499-V01",182.393467604664
"549","A00000500-V01",230.569755797114
"550","A00000501-V01",227.132685785029
"551","A00000502-V01",254.235924057899
"552","A00000503-V01",228.772238321857
"553","A00000504-V01",241.816492335274
"554","A00000505-V01",246.727019754844
"555","A00000506-V01",238.384658646538
"556","A00000507-V01",235.061593463759
"557","A00000508-V01",210.808114316007
"558","A00000509-V01",239.601269312144
"559","A00000510-V01",229.221261900815
"560","A00000511-V01",243.55122450356
"561","A00000511-V02",238.384658646538
"562","A00000512-V01",266.27028941911
"563","A00000513-V01",223.080505624135
"564","A00000514-V01",182.929185363501
"565","A00000515-V01",227.872823803425
"566","A00000516-V01",244.077310330448
"567","A00000517-V01",112.939712369183
"568","A00000518-V01",236.961811006366
"569","A00000519-V01",204.851101459928
"570","A00000520-V01",230.455789025612
"571","A00000521-V01",239.124541933621
"572","A00000522-V01",234.641938656392
"573","A00000523-V01",238.899584369113
"574","A00000524-V01",235.774299454001
"575","A00000524-V02",206.948436859817
"576","A00000525-V01",241.457854805931
"577","A00000526-V01",205.738092931623
"578","A00000527-V01",252.476710189531
"579","A00000528-V01",208.582435500604
"580","A00000529-V01",233.982982989427
"581","A00000530-V01",224.722170473823
"582","A00000531-V01",233.640116031644
"583","A00000532-V01",243.483258778167
"584","A00000533-V01",234.029764433711
"585","A00000534-V01",233.68682892474
"586","A00000535-V01",211.988101646594
"587","A00000536-V01",247.059306250324
"588","A00000537-V01",239.015023910002
"589","A00000537-V02",239.084831173266
"590","A00000538-V01",230.569755797114
"591","A00000539-V01",239.139374817474
"592","A00000540-V01",211.917582724453
"593","A00000541-V01",236.61457902303
"594","A00000542-V01",230.455789025612
"595","A00000543-V01",220.872191033438
"596","A00000544-V01",235.230731802978
"597","A00000545-V01",238.734488222385
"598","A00000546-V01",224.863676754152
"599","A00000547-V01",249.63410330295
"600","A00000548-V01",228.8853725309
"601","A00000549-V01",222.719283714794
"602","A00000550-V01",243.998088744684
"603","A00000551-V01",230.411972846647
"604","A00000552-V01",237.501623146965
"605","A00000553-V01",234.760981429415
"606","A00000554-V01",218.306680503929
"607","A00000555-V01",206.231419730339
"608","A00000555-V02",251.039944544239
"609","A00000556-V01",238.899584369113
"610","A00000557-V01",201.100490717329
"611","A00000558-V01",248.19389339564
"612","A00000559-V01",224.722170473823
"613","A00000560-V01",206.770018900556
"614","A00000561-V01",252.281087140356
"615","A00000561-V02",197.1233067316
"616","A00000562-V01",230.231890411705
"617","A00000563-V01",201.395605762776
"618","A00000564-V01",227.517176053384
"619","A00000565-V01",224.064059755798
"620","A00000566-V01",230.793982982321
"621","A00000567-V01",233.640116031644
"622","A00000568-V01",224.205151627528
"623","A00000569-V01",249.63410330295
"624","A00000569-V02",239.084831173266
"625","A00000570-V01",247.421865874779
"626","A00000571-V01",228.468892722777
"627","A00000572-V01",232.614526735014
"628","A00000573-V01",200.511557333221
"629","A00000574-V01",219.426494666979
"630","A00000575-V01",244.322297812672
"631","A00000575-V02",236.61457902303
"632","A00000575-V03",230.050901459827
"633","A00000576-V01",228.134105837017
"634","A00000577-V01",239.250169598651
"635","A00000578-V01",227.466003086488
"636","A00000579-V01",234.832563380017
"637","A00000580-V01",230.296499924043
"638","A00000581-V01",213.904260753724
"639","A00000582-V01",235.083821993863
"640","A00000583-V01",201.965140248136
"641","A00000584-V01",228.542121449175
"642","A00000585-V01",232.614526735014
"643","A00000586-V01",227.872823803425
"644","A00000587-V01",234.395366633351
"645","A00000588-V01",227.872823803425
"646","A00000589-V01",196.834452099423
"647","A00000590-V01",191.937314687687
"648","A00000591-V01",191.656059348811
"649","A00000592-V01",239.601269312144
"650","A00000593-V01",223.387283334444
"651","A00000594-V01",237.077612161409
"652","A00000595-V01",206.881266407483
"653","A00000596-V01",232.614526735014
"654","A00000597-V01",217.49685434665
"655","A00000597-V02",234.304771624239
"656","A00000598-V01",201.100490717329
"657","A00000599-V01",239.841764062054
"658","A00000600-V01",224.043406255689
"659","A00000601-V01",249.684184569663
"660","A00000602-V01",233.95477737452
"661","A00000603-V01",230.07433866848
"662","A00000604-V01",246.742324220032
"663","A00000605-V01",228.8853725309
"664","A00000606-V01",233.221869328872
"665","A00000607-V01",224.064059755798
"666","A00000608-V01",223.40787634969
"667","A00000608-V02",223.40787634969
"668","A00000609-V01",222.753614611264
"669","A00000610-V01",234.717145964147
"670","A00000611-V01",237.332560152882
"671","A00000612-V01",227.132685785029
"672","A00000613-V01",225.855092824837
"673","A00000614-V01",235.796034369573
"674","A00000615-V01",223.548555026438
"675","A00000616-V01",249.331115630966
"676","A00000617-V01",231.226197279672
"677","A00000618-V01",207.362535084024
"678","A00000619-V01",213.369486981618
"679","A00000620-V01",259.825238305855
"680","A00000621-V01",233.269628480671
"681","A00000622-V01",222.42720260813
"682","A00000623-V01",227.53891036724
"683","A00000624-V01",228.772238321857
"684","A00000625-V01",239.922143854552
"685","A00000626-V01",230.569755797114
"686","A00000627-V01",240.899217994788
"687","A00000628-V01",217.60380403192
"688","A00000629-V01",199.461803766153
"689","A00000630-V01",235.944513799393
"690","A00000631-V01",236.984784892294
"691","A00000632-V01",264.832276829246
"692","A00000633-V01",227.132685785029
"693","A00000634-V01",233.982982989427
"694","A00000635-V01",201.373674692314
"695","A00000636-V01",238.829831193649
"696","A00000637-V01",223.876612614666
"697","A00000638-V01",236.799565363203
"698","A00000638-V02",230.569755797114
"699","A00000639-V01",231.905344300768
"700","A00000640-V01",221.544099339586
"701","A00000641-V01",197.808657139073
"702","A00000642-V01",248.22811852346
"703","A00000643-V01",240.750732754448
"704","A00000644-V01",223.735727491907
"705","A00000645-V01",182.661130086686
"706","A00000646-V01",191.094784479643
"707","A00000647-V01",206.164482004406
"708","A00000648-V01",229.444177686833
"709","A00000649-V01",204.660976481034
"710","A00000650-V01",241.94100544197
"711","A00000651-V01",226.421149244893
"712","A00000652-V01",235.944513799393
"713","A00000653-V01",197.229364063063
"714","A00000654-V01",237.686536611951
"715","A00000655-V01",196.946776128427
"716","A00000655-V02",196.940354019778
"717","A00000656-V01",251.908766990151
"718","A00000657-V01",212.053560955607
"719","A00000658-V01",224.722170473823
"720","A00000659-V01",227.53891036724
"721","A00000660-V01",225.804293692266
"722","A00000661-V01",192.48637836542
"723","A00000662-V01",235.061593463759
"724","A00000663-V01",230.231890411705
"725","A00000664-V01",236.2217710022
"726","A00000665-V01",196.258012034208
"727","A00000666-V01",225.473411376624
"728","A00000667-V01",245.974811924491
"729","A00000667-V02",228.468892722777
"730","A00000668-V01",233.269628480671
"731","A00000669-V01",228.542121449175
"732","A00000670-V01",263.66345312597
"733","A00000671-V01",224.205151627528
"734","A00000672-V01",239.084831173266
"735","A00000673-V01",224.722170473823
"736","A00000674-V01",230.569755797114
"737","A00000675-V01",230.231890411705
"738","A00000675-V02",233.611951747834
"739","A00000676-V01",228.772238321857
"740","A00000677-V01",233.297751493949
"741","A00000677-V02",242.799473628327
"742","A00000678-V01",225.473411376624
"743","A00000679-V01",229.894520117329
"744","A00000680-V01",244.794203053584
"745","A00000681-V01",233.387975028588
"746","A00000682-V01",248.066776227934
"747","A00000683-V01",235.796034369573
"748","A00000684-V01",182.126197341852
"749","A00000685-V01",232.113147866663
"750","A00000686-V01",201.669190635347
"751","A00000687-V01",250.826687493242
"752","A00000688-V01",237.686536611951
"753","A00000688-V02",231.433392281873
"754","A00000689-V01",227.132685785029
"755","A00000690-V01",218.675751398034
"756","A00000691-V01",191.937314687687
"757","A00000692-V01",249.445146926257
"758","A00000693-V01",235.414636245181
"759","A00000694-V01",221.869215388343
"760","A00000694-V02",249.553078116718
"761","A00000695-V01",240.207075695314
"762","A00000696-V01",212.477960576053
"763","A00000696-V02",213.904260753724
"764","A00000696-V03",202.558343029562
"765","A00000697-V01",232.453773998092
"766","A00000698-V01",223.548555026438
"767","A00000699-V01",229.064401748505
"768","A00000700-V01",233.489284649748
"769","A00000701-V01",206.776761548772
"770","A00000702-V01",228.8853725309
"771","A00000703-V01",206.342377457272
"772","A00000704-V01",201.965140248136
"773","A00000705-V01",227.872823803425
"774","A00000706-V01",200.805808118706
"775","A00000707-V01",238.899584369113
"776","A00000708-V01",242.167053783993
